years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
,1,150000.0,1.0,0,nan,150000.0,2,messaging,angel,0
1.0,1,72000.0,1.0,0,nan,72000.0,2,web,angel,0
6.0,2,5800000.0,2.0,0,nan,2000000.0,2,games_video,series-a,0
8.0,3,4000000.0,3.0,0,"SoundHound Reaches 50 Million Users, 4 Million+ Searches Per Day",,3,games_video,series-a,0
7.0,1,10000000.0,5.0,0,test,10000000.0,2,software,series-a,1
2.0,1,,1.0,0,nan,,0,software,angel,0
0.0,1,100000.0,1.0,0,nan,100000.0,1,web,angel,0
6.0,3,42000000.0,1.0,0,nan,8000000.0,1,software,series-a,0
1.0,1,,1.0,0,nan,,2,mobile,angel,0
,1,1000000.0,2.0,0,nan,1000000.0,0,games_video,angel,0
16.0,2,362500.0,1.0,0,nan,12500.0,0,software,angel,0
,1,1500000.0,,0,nan,1500000.0,3,web,venture,0
2.0,2,5625000.0,2.0,0,nan,1125000.0,5,social,angel,0
3.0,2,7050000.0,2.0,0,nan,4250000.0,2,web,series-a,0
,1,10000000.0,,0,nan,10000000.0,1,software,venture,0
6.0,3,11600000.0,3.0,0,nan,2600000.0,2,web,series-a,0
0.0,2,2275000.0,1.0,0,nan,1750000.0,7,mobile,series-a,0
4.0,1,2500000.0,1.0,0,nan,2500000.0,0,search,series-a,1
7.0,7,55600000.0,4.0,0,Spigit named in Lead411's Hottest San Francisco Companies list,4000000.0,2,software,series-a,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,3,security,angel,0
4.0,2,420000.0,2.0,0,Announced hire of new VP technology,,1,web,angel,1
3.0,1,1000000.0,1.0,0,nan,1000000.0,4,analytics,angel,0
,1,,1.0,0,nan,,1,games_video,angel,0
1.0,1,4000000.0,2.0,0,nan,4000000.0,1,analytics,series-a,0
4.0,1,,1.0,0,nan,,1,software,angel,0
1.0,1,700000.0,1.0,0,nan,700000.0,0,social,angel,0
9.0,3,25100000.0,5.0,0,Philippe Cases Named CEO,4200000.0,1,software,series-a,0
2.0,2,2350000.0,1.0,0,"Initial products (Soccer, Basketball, Lacrosse) launched Signed Duke Men's Basketball and delivered Player Efficiency Ratings reporting and an interface to their video analysis software Signed 100th customer, including University of Maryland's entire 
Athletic Department",1400000.0,0,mobile,angel,0
1.0,1,3500000.0,2.0,0,nan,3500000.0,0,mobile,private-equity,1
5.0,1,2500000.0,3.0,0,Richard Dym leaves Spotlight,2500000.0,1,software,series-a,0
2.0,1,1300000.0,1.0,0,nan,1300000.0,3,social,angel,1
4.0,2,1007468.0,4.0,0,"Spreaker wins as ""Most Promising European Startup"" at BizSpark Summit Europe 2013",347400.0,1,social,angel,0
,3,13323500.0,2.0,0,nan,2323500.0,0,social,venture,0
1.0,1,1000000.0,,0,nan,1000000.0,1,web,angel,0
1.0,1,1750000.0,1.0,0,nan,1750000.0,0,social,series-a,0
9.0,2,6270100.0,2.0,1,nan,270100.0,0,analytics,venture,0
2.0,1,,2.0,0,Closed its seed round,,11,web,angel,0
4.0,5,340500000.0,4.0,0,"Square Starts 2011 with A New Round At A Big Valuation Square Now Processing $1 Million In Mobile Payments Per Day Visa Makes A Strategic Investment In Disruptive Mobile Payments Startup Square Square introduces the Square register Square introduces Card Case Mo' Money: Square Now Processing $3 Million A Day In Mobile Payments Square Raising New Round, Joining Billion Dollar Valuation Club Square Now Processing $4 Million In Mobile Payments Per Day Processing $11 Million A Day, Jack Dorsey Says: ""We Don't Want To Make Square All About Taxi Cabs"" Dorsey Pitching Square At $4B Valuation To Legg Mason, Fidelity And Other Institutional Investors As Pay By Phone Advances, Square Takes Another Leap  Square Fined $507K In Florida For Operating A Mobile Payment Service Without A Money Transmitter License",10000000.0,19,mobile,series-a,1
1.0,1,150000.0,1.0,0,nan,150000.0,1,games_video,venture,1
1.0,1,150000.0,1.0,0,nan,150000.0,1,software,venture,0
0.0,1,1100000.0,1.0,0,nan,1100000.0,7,software,angel,0
3.0,2,370000.0,2.0,0,"SRCH2 is rethinking enterprise search for the instant age SRCH2 launches ï¿?Google-likeï¿? tech to fix enterprise search SRCH2's Plan to Arm The World With Enterprise Search Technology Stephen E. Arnold on SRCH2: SRCH2ï¿?s technology does bring many Google-like features to enterprise and mobile search. The companyï¿?s approach sharply reduces deployment time. Instead of talking about a one-day installation, the SRCH2 approach delivers o",370000.0,0,analytics,angel,0
19.0,3,30500000.0,1.0,0,nan,5000000.0,3,security,series-a,0
8.0,3,55500000.0,1.0,0,nan,18000000.0,5,mobile,series-c+,0
2.0,1,7500000.0,2.0,0,nan,7500000.0,3,mobile,series-a,1
3.0,1,40000.0,2.0,0,nan,40000.0,1,games_video,angel,0
0.0,1,,2.0,0,nan,,1,software,angel,1
0.0,1,20000.0,,0,nan,20000.0,0,mobile,angel,0
3.0,2,4000000.0,1.0,0,nan,,1,mobile,venture,0
,1,700000.0,,0,nan,700000.0,1,software,series-a,0
1.0,1,1800000.0,1.0,0,nan,1800000.0,0,software,series-a,0
3.0,5,15836001.0,2.0,0,nan,725001.0,0,software,series-a,0
0.0,3,100000.0,2.0,0,nan,,1,software,angel,0
1.0,1,,1.0,0,nan,,0,games_video,angel,0
9.0,1,37000000.0,1.0,0,nan,37000000.0,1,ecommerce,series-b,0
1.0,1,360000.0,,0,nan,360000.0,0,software,venture,0
1.0,1,100000.0,,0,nan,100000.0,1,games_video,angel,0
1.0,1,,,0,nan,,0,web,angel,0
2.0,2,16750000.0,1.0,0,nan,4750000.0,3,ecommerce,series-a,0
2.0,3,5900000.0,3.0,0,"Stitch Labs announced two new integration partners, Authorize.Net and Stripe. With these new integrations, small and medium businesses (SMBs) will be able to accept credit card payments in-app, allowing them to process transactions on the spot and acceler",1000000.0,5,software,angel,0
5.0,3,18700000.0,3.0,0,Stitcher iPhone app beta launch Stitcher recognized as one of the Hottest San Francisco Companies by Lead411 ,2700000.0,1,mobile,series-a,1
5.0,5,8600000.0,3.0,0,Named one of Time Magazine's Top 50 Websites of 2010 StockTwits named in Lead411's Hottest Southwest Companies list,,7,web,angel,0
8.0,8,95500000.0,2.0,0,nan,10000000.0,0,mobile,series-a,0
1.0,1,500000.0,1.0,0,"For immediate release:
Webcam privacy now a reality 
Stop Being Watched!

Santa Monica, California, October 
21, 2011 JH Enterprise Solutions 
announced today the launch of their initial product in the security market, Stop Being Watched (SBW), the ",500000.0,1,software,angel,0
5.0,1,1100000.0,2.0,0,nan,1100000.0,2,security,series-a,1
3.0,2,6525000.0,3.0,0,"Launched simple store builder. Launch Storenvy Marketplace, a social shopping platform for browsing across the 30,000+ stores using the Storenvy store platform.",1525000.0,10,ecommerce,series-a,0
2.0,2,1550000.0,2.0,0,"Charlie Hornberger, formerly of YP.com / AT&T Interactive, joins Storitz as Chief Technology Officer. Storitz attains a Google PageRank of 6, matching the self-storage industry's highest PageRank by Public Storage. Storitz_v2.0 Launhces! A faster page-load time, a more distilled set of information for the customer, as well as fewer clicks to a completed transactions, are the goals of Storitz' version 2.0 of its site, which is released less than eleven months after S",50000.0,0,software,angel,0
,2,9700000.0,1.0,0,nan,1500000.0,3,software,series-a,0
9.0,4,55123000.0,6.0,0, Strands to power BBVAâ€™s Personal Finance tool  Strands Call for Recommender Start-ups,6000000.0,2,software,series-a,0
,1,1900000.0,,0,nan,1900000.0,9,web,venture,0
,1,,1.0,0,nan,,0,web,angel,0
2.0,2,95000.0,1.0,0,nan nan,75000.0,1,mobile,angel,0
1.0,1,1500000.0,1.0,0,nan,1500000.0,9,mobile,series-a,0
,4,40000000.0,3.0,0,"Payments Startups Stripe Launches Limited Beta For UK Payments, With Euros On The Way",,1,software,angel,0
0.0,2,9000000.0,2.0,0,nan,1000000.0,1,software,angel,1
2.0,3,5475000.0,2.0,0,nan,700000.0,6,social,angel,0
3.0,2,2332925.0,,0,nan,1372925.0,0,mobile,venture,0
4.0,3,135000.0,4.0,0,"SueEasy is a pioneer in bringing Web 2.0 & litigation together, thus creating massive lead generation for attorneys. Featured on the Wall Street Journal, Fox News, CNN, CNBC, KillerStartups, San Francisco Daily Journal, LA Times, Lawyers USA, American Bar",15000.0,0,web,angel,1
7.0,4,46000000.0,4.0,0,At last some rationality in our little deabte. At last some rationality in our little deabte.,5000000.0,1,web,series-a,0
9.0,9,134891549.0,2.0,0,nan,2000000.0,1,software,series-a,0
8.0,7,61000000.0,4.0,0,SugarSync Launches Platform API Beta for Developers,3000000.0,2,web,series-a,1
2.0,2,45000000.0,2.0,0,nan,15000000.0,3,analytics,series-b,0
2.0,1,1800000.0,1.0,0,nan,1800000.0,10,software,series-a,0
3.0,1,1600000.0,,0,nan,1600000.0,2,games_video,series-a,0
2.0,1,,2.0,0,nan,,1,games_video,angel,0
0.0,1,,3.0,0,Seed Investment,,2,software,angel,0
7.0,3,19300000.0,3.0,0,"Superfish Hires Former Zynga and Yahoo! Executive Kevin Akira Lee as Chief Product Officer 

Read more about Superfish Hires Former Zynga and Yahoo! Executive Kevin Akira Lee as Chief Product Officer - BWWGeeksWorld by www.broadwayworld.com
",5300000.0,3,search,series-b,0
,1,4702468.0,1.0,0,"Superfocus LLC, formerly known as Zoom Focus Eyewear LLC, announced today the new brand campaign for Superfocus, the award winning adjustable focus eyeglasses formerly known as TruFocals.",4702468.0,0,ecommerce,venture,0
,2,10000000.0,2.0,0,SuperSecret recognized as one of the Hottest San Francisco Companies by Lead411 ,,0,web,angel,0
7.0,4,36250000.0,2.0,0,nan,4250000.0,2,software,series-a,0
2.0,1,4000000.0,,0,nan,4000000.0,1,software,venture,0
4.0,1,1751000.0,,0,nan,1751000.0,0,analytics,other,0
1.0,3,3017000.0,2.0,0,nan,1500000.0,1,analytics,series-a,0
14.0,5,964999998.0,3.0,0,"PE-Backed SurveyMonkey Buys Stake In Clicktools SurveyMonkey, which makes the online technology in thousands of customer, employee and political surveys, announced on Monday a corporate version of its popular interrogation software. SurveyMonkey now gives businesses a way to manage multiple users, as well as pay a single bill for all of those users and claim complete ownership of the data collected from their surveys.

 SurveyMonkey launches an Enterprise product. ï¿?The logical next step for us is to make it easier for people to collaborate and do things across an enterprise,"" says CEO Dave Goldberg.",,2,software,venture,0
,1,,1.0,0,nan,,1,web,venture,0
1.0,1,100000.0,1.0,0,nan,100000.0,0,ecommerce,angel,0
1.0,2,800000.0,2.0,0,nan,,1,ecommerce,angel,0
1.0,2,4500000.0,1.0,0,nan,1000000.0,0,analytics,angel,1
5.0,3,21500000.0,3.0,0,"OpenCandy Raises $5 Million series B funding led by Google Ventures with existing investors Bessemer Venture Partners and O'Reilly Alpha Tech Launched a new product called Pokki. Pokki for Windows 8 Launches SweetLabs partners with Acer and Zyna SweetLabs partners with #1 OEM in the world, Lenovo",3500000.0,6,software,series-a,0
2.0,2,7600000.0,,0,nan,1500000.0,2,software,series-a,0
1.0,3,9200000.0,2.0,0,nan,,4,search,angel,0
,1,,1.0,0,nan,,1,mobile,venture,1
4.0,2,3475521.0,1.0,0,nan,475521.0,0,web,venture,0
2.0,4,9001000.0,2.0,0,nan nan,3001000.0,0,social,series-b,0
10.0,5,34799900.0,1.0,0,nan,1000000.0,3,software,series-a,0
3.0,4,17544997.0,2.0,0,nan,2674997.0,0,ecommerce,venture,0
3.0,1,,1.0,0,nan,,1,ecommerce,angel,0
8.0,1,10000000.0,,0,nan,10000000.0,2,software,series-b,0
7.0,1,3500000.0,1.0,0,nan,3500000.0,5,software,series-c+,1
13.0,2,9100000.0,,0,nan,3300000.0,2,software,venture,0
2.0,2,4100000.0,,0,nan,100000.0,0,software,other,0
6.0,2,,3.0,0,Taaz launches the world's best hair try on app for iPhone!  Taaz launches the world's best hair try on app for iPhone! ,,1,web,angel,0
8.0,1,16000000.0,1.0,0,nan,16000000.0,2,software,series-b,0
,1,1500000.0,,0,nan,1500000.0,1,software,series-a,0
1.0,1,1000000.0,2.0,0,nan,1000000.0,0,mobile,venture,0
9.0,5,28701975.0,4.0,0,nan,1500000.0,1,social,series-a,0
0.0,1,250000.0,1.0,0,nan,250000.0,0,games_video,angel,0
1.0,1,350000.0,,0,nan,350000.0,0,web,angel,0
8.0,6,101580000.0,2.0,0,nan,4000000.0,3,analytics,series-a,0
2.0,2,3200000.0,2.0,0,nan nan,2000000.0,6,web,series-a,1
3.0,2,15100000.0,3.0,0,"Talenthouse launches the first online platform to allow aspiring creatives to collaborate with established artists, brands and industry icons. The Stan Lee Foundation and Todd McFarlane partner with Talenthouse to create a new superhero. Ron Faris has brought in Palo Alto-based agency Talenthouse to drive Facebook users to Lady Gaga's ""Monster Ball"" tour, which Virgin Mobile is sponsoring. To expand its reach, the Paul Taylor Dance Company is partnering with Talenthouse, an online platform founded in 2009 that links aspiring artists and with established brands or companies â€” for the greater visibility of all.",2000000.0,0,web,series-a,0
2.0,1,800000.0,1.0,0,nan,800000.0,0,software,angel,0
6.0,1,800000.0,,0,nan,800000.0,1,games_video,angel,0
0.0,1,25000.0,1.0,0,nan,25000.0,0,mobile,angel,0
1.0,2,1400000.0,1.0,0,nan,750000.0,3,web,angel,0
1.0,1,,,0,nan,,0,mobile,angel,0
3.0,1,1500000.0,,0,nan,1500000.0,0,analytics,series-a,0
1.0,1,3500000.0,1.0,0,nan,3500000.0,1,mobile,venture,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,0,ecommerce,angel,0
1.0,1,15000.0,,0,nan,15000.0,1,mobile,angel,0
2.0,1,1200000.0,1.0,0,nan,1200000.0,0,mobile,angel,0
2.0,1,,1.0,0,nan,,2,mobile,angel,0
1.0,1,,2.0,0,Became a 500 Startups portfolio company; joined the #500strong family.,,0,mobile,angel,0
4.0,2,14142157.0,1.0,0,Tarana emerges form stealth and announces revolutionary universal small cell backhaul solution Tarana shared today results from outdoor wireless tests conducted in conjunction with a service provider in skyscraper-saturated lower Manhattan.  The tests yielded unmatched results and presented breakthrough evidence of the unique abilities of Taranaï¿?,9142156.0,0,mobile,venture,0
3.0,3,50000.0,3.0,0,Launched new application Syphir Rules into private beta. Launched new application Syphir Rules into private beta. Launched the Syphir SmartPush iPhone application in the App Store. Launched the Syphir SmartPush iPhone application in the App Store.,25000.0,0,messaging,angel,0
0.0,1,35000.0,1.0,0,nan,35000.0,0,web,angel,0
5.0,6,37675000.0,2.0,0,nan,25000.0,1,web,angel,0
6.0,1,,2.0,0,nan,,1,web,series-a,0
0.0,2,2920985.0,,0,nan,1300000.0,2,web,venture,0
2.0,2,3050000.0,3.0,0,"Social Mobile Game for Music Fans and Influencers
TastemakerX Music App Launches in Time for 2012 Concert Season; Available for iPhone and iPod touch",1800000.0,5,games_video,series-a,1
14.0,1,16000000.0,1.0,0,nan,16000000.0,1,software,series-c+,0
10.0,1,1750000.0,,0,nan,1750000.0,0,software,venture,0
2.0,1,20000.0,,0,nan,20000.0,0,software,angel,0
2.0,1,,1.0,0,nan,,0,software,angel,0
7.0,2,4700000.0,2.0,0, 	TechShop Seeks $60M,1700000.0,0,software,venture,0
10.0,1,10000000.0,,0,nan,10000000.0,2,software,venture,0
1.0,1,50000.0,1.0,0,nan,50000.0,0,social,angel,0
,4,1645000.0,,0,nan,1000000.0,0,software,venture,0
1.0,2,,3.0,0,iPhone Tracking Service Provider TekTrak Locates Seed Funding,,0,mobile,angel,0
0.0,1,1000000.0,2.0,0,nan,1000000.0,1,mobile,venture,0
15.0,1,1000000.0,1.0,0,nan,1000000.0,0,software,other,1
13.0,1,54321090.0,1.0,0,Telestream acquires encoding specialist Popwire Telestream Acquires Live Production and Streaming Specialist Vara Software Telestream Hires Bjoern Adamski to Lead Flip4Mac Products Thoma Bravo to Acquire Telestream to Accelerate Business Growth,54321090.0,0,software,private-equity,1
4.0,7,35950000.0,3.0,0,TellAPal rebrands as Extole (www.extole.com).,750000.0,6,software,angel,0
4.0,3,17750000.0,3.0,0,nan,,1,analytics,angel,1
6.0,1,250000.0,1.0,0,nan,250000.0,0,web,angel,0
5.0,3,14400000.0,2.0,0,Telltale Games and Robert Kirkman Announce Partnership Bringing The Walking Dead to Gaming,1400000.0,1,games_video,angel,0
15.0,1,504350.0,,0,nan,504350.0,0,mobile,venture,0
12.0,1,93000000.0,2.0,0,"Telogis Signs Partnership with Chilean Enterprise GPS/GIS Leaders Tastets System S.A. Telogis Acquires Mobile Resource and Fleet Management Solutions Business of Intergis Telogis deal with Ford With a 418 percent growth rate between 2008 and 2011, Telogis, Inc., was once again named by Inc. Magazine to its Inc. 5000 list of the fastest-growing private companies in North America for its sixth consecutive year.  Fueled by market demand and strong year-over-year growth again in 2011, Telogis, Inc. was listed among Deloitteï¿?s Technology Fast 500ï¿? for the fifth year in a row, and topped the list in the location intelligence industry. Technology Fast 500 award wi Volvo Trucks will work with Telogis to develop future location intelligence services Integration of award-winning Telogis SaaS technology adds a faster, more flexible interface with enhanced location and asset management information to the CraneSTAR offering Telogis welcomed more than 300 guests to its annual business/user conference at the St. Regis Monarch Beach Resort in Dana Point, Calif. ",93000000.0,1,software,series-a,0
,3,95000000.0,2.0,0,Acquired by Aviat networks.,20000000.0,4,web,series-c+,0
2.0,2,28000000.0,2.0,0,nan,13000000.0,2,games_video,venture,0
2.0,2,12500000.0,1.0,0,nan,2500000.0,12,mobile,series-a,1
13.0,4,20000000.0,1.0,0,nan,3600000.0,2,software,series-a,0
,1,1300000.0,,0,nan,1300000.0,8,web,angel,0
9.0,5,92500000.0,2.0,0,nan,7000000.0,2,messaging,series-a,0
,1,,,0,nan,,1,mobile,venture,0
1.0,2,4700000.0,2.0,0,nan,1700000.0,1,software,series-a,1
7.0,1,10000000.0,1.0,0,nan,10000000.0,1,web,series-a,0
7.0,1,5800000.0,2.0,0,nan,5800000.0,0,web,venture,0
,1,4300000.0,,0,nan,4300000.0,3,search,series-a,0
5.0,4,46325000.0,3.0,0,"Scaling, Scaling, Scaled: textPlus Turns Two, Hits 10 Billion Messages Sent Milestone",5175000.0,1,mobile,series-a,0
4.0,1,525000.0,,0,nan,525000.0,1,mobile,series-a,0
,1,,,0,nan,,6,mobile,angel,0
,1,5500000.0,,0,nan,5500000.0,1,games_video,venture,0
,1,271250.0,,0,nan,271250.0,0,ecommerce,venture,0
1.0,1,1100000.0,,0,nan,1100000.0,7,ecommerce,angel,0
1.0,1,1100000.0,,0,nan,1100000.0,7,mobile,angel,0
2.0,2,52000000.0,2.0,0,nan,27000000.0,3,ecommerce,series-a,0
0.0,2,6200000.0,2.0,0,nan,700000.0,5,ecommerce,venture,0
6.0,4,11600000.0,,0,nan,850000.0,0,software,angel,0
1.0,2,1800000.0,1.0,0,nan,1500000.0,3,software,series-a,1
1.0,1,1000.0,,0,nan,1000.0,0,web,angel,0
2.0,4,35500000.0,2.0,0,The RealReal Raises $14 Million in Series B to Expand Its Lead in Reselling Authenticated Luxury Designer Goods The RealReal Appoints new CFO The RealReal appoints Nicolas Genest as Chief Technology Officer The Leader In Online Luxury Consignment Announces Their Expansion To J The Leader In Online Luxury Consignment Expands Offerings To Fine Art The RealReal Appoints Ann Paolini Former Neiman Marcus Executive as Executive Vice President of Sales,,1,ecommerce,angel,0
,1,,1.0,0,nan,,1,ecommerce,angel,0
2.0,1,20000000.0,3.0,0,nan,20000000.0,5,social,series-a,1
7.0,3,26000000.0,2.0,0,nan,7000000.0,3,ecommerce,series-a,1
1.0,1,,,0,nan,,0,ecommerce,angel,0
3.0,1,2000000.0,2.0,0,nan,2000000.0,4,social,series-a,0
3.0,2,4200010.0,1.0,0,nan,1200010.0,0,analytics,venture,1
8.0,4,25630000.0,2.0,0,Passenger CEO Emcees First Day of 2013 Back End of Innovation Conference ,1830000.0,1,social,series-b,0
4.0,2,11000000.0,3.0,0,First 3D game on FaceBook!,3500000.0,0,games_video,series-a,0
0.0,1,300000.0,2.0,0,nan,300000.0,3,games_video,angel,0
8.0,4,8699999.0,3.0,0,Matt Edelman Named CEO of ThisNext ThisNext raises more cash to focus on womenâ€™s shopping,2500000.0,0,social,series-a,0
0.0,1,400000.0,1.0,0,nan,400000.0,0,analytics,angel,0
,2,8100000.0,3.0,0,"Threadflip Raises $6.5M From Shasta, Chris Sacca And Others",1600000.0,4,ecommerce,series-a,0
8.0,4,36351387.0,3.0,0,"ThreatMetrix acquires TrustDefender ThreatMetrix named to The Wall Street Journal's ""Next Big Thing"" ranking ",6100000.0,2,security,series-b,0
12.0,2,7000000.0,1.0,0,nan,3500000.0,4,web,venture,0
3.0,1,350000.0,,0,nan,350000.0,0,games_video,venture,0
5.0,3,18200000.0,2.0,0,nan,1200000.0,14,web,angel,0
4.0,3,41000000.0,2.0,0,nan,4000000.0,2,analytics,series-b,0
,1,1500000.0,1.0,0,nan,1500000.0,2,web,series-a,0
3.0,2,10100000.0,2.0,0,nan,1900000.0,3,messaging,series-a,0
3.0,2,2100000.0,,0,nan,,2,mobile,angel,0
4.0,3,60000000.0,3.0,0,"Launch of first-generation VMstore storage appliance. Tintri saw significant momentum in 2011, adding 40 customers since its launch 9 months ago. Tintri launches second-generation dual-controller VMstore VM-aware appliance. Announced hire of new CEO Ken Klein.",17000000.0,2,software,venture,0
4.0,2,38000000.0,3.0,0,TinyCo Launches $5 Million Fund To Invest In Casual Mobile Game Developers,18000000.0,3,games_video,series-a,0
3.0,1,1000000.0,2.0,0,nan,1000000.0,19,games_video,angel,0
5.0,2,812500.0,,0,nan,312500.0,0,software,venture,0
5.0,1,,,0,nan,,0,software,series-a,0
1.0,1,1636120.0,1.0,0,nan,1636120.0,0,games_video,series-a,0
1.0,1,,1.0,0,nan,,1,software,angel,0
4.0,2,16000000.0,1.0,0,nan,1000000.0,0,web,angel,0
,1,3800000.0,,0,nan,3800000.0,1,software,series-a,0
0.0,1,6000000.0,,0,nan,6000000.0,6,social,venture,0
,1,,,0,nan,,1,social,angel,0
11.0,2,15000000.0,2.0,0,nan,,3,web,series-a,0
0.0,1,25000000.0,,0,nan,25000000.0,1,games_video,venture,0
6.0,2,,2.0,0,nan,,1,games_video,series-a,1
3.0,1,,1.0,0,nan,,6,software,venture,0
6.0,3,16000000.0,2.0,0,nan,2000000.0,1,web,series-a,1
1.0,1,250000.0,,0,nan,250000.0,0,mobile,venture,0
2.0,2,3800000.0,1.0,0,nan,,0,analytics,angel,0
4.0,4,22753162.0,2.0,0,nan,7750000.0,2,analytics,series-c+,0
1.0,1,3000000.0,,0,nan,3000000.0,2,ecommerce,series-a,0
0.0,1,,,0,nan,,0,software,angel,0
2.0,4,24109500.0,3.0,0,Tout added Simon Yeo as VP of Technical Operations Tout added Derek Brinkman as VP of Product Tout added Jason Ling as Sr. Director of Product,2000000.0,7,social,series-a,0
3.0,3,4620000.0,2.0,0,nan,350000.0,8,software,angel,0
,1,150000.0,,0,nan,150000.0,0,ecommerce,angel,0
2.0,2,14999997.0,2.0,0,nan,3499997.0,0,games_video,series-a,0
5.0,3,2466995.0,2.0,0,Traackr Announces Opening of UK Office Traackr Powers Influencer Analytics for 40% of Top Agencies Traackr Launches Next Generation of Influencer Marketing Platform,409995.0,0,social,venture,0
2.0,1,400000.0,1.0,0,nan,400000.0,0,ecommerce,angel,0
3.0,1,100000.0,2.0,0,nan,100000.0,0,search,angel,0
12.0,1,5782215.0,1.0,0,nan,5782215.0,0,software,venture,0
4.0,2,24000000.0,2.0,0,nan,7000000.0,1,software,venture,0
2.0,1,1400000.0,1.0,0,nan,1400000.0,0,mobile,angel,0
1.0,3,700000.0,1.0,0,nan,400000.0,1,games_video,angel,0
6.0,2,4250000.0,,0,nan,2250000.0,2,mobile,series-a,0
4.0,1,3000000.0,1.0,0,nan,3000000.0,1,software,series-a,0
1.0,2,1350000.0,1.0,0,nan,450000.0,0,software,angel,0
9.0,3,37000000.0,1.0,0,nan,10000000.0,3,software,series-b,0
2.0,3,2499967.0,,0,nan,1000000.0,0,analytics,venture,0
1.0,1,100000.0,,0,nan,100000.0,0,software,angel,0
,1,185000.0,,0,nan,185000.0,0,software,venture,0
2.0,3,7750000.0,3.0,0,nan,1500000.0,7,analytics,series-a,0
2.0,1,3600000.0,1.0,0,nan,3600000.0,6,social,series-a,0
10.0,7,190601203.0,1.0,0,nan,20000000.0,4,ecommerce,series-c+,0
1.0,2,1500000.0,2.0,0,"""Wings"" featured on the Facebook Application Dashboard.",750000.0,2,web,angel,0
1.0,2,16300000.0,2.0,0,nan,4300000.0,5,software,series-a,0
,3,604400.0,1.0,0,nan,400000.0,9,mobile,angel,0
9.0,2,7700000.0,1.0,1,nan,5700000.0,2,mobile,series-b,0
7.0,4,190120000.0,3.0,0,nan,30000000.0,6,games_video,series-b,0
0.0,1,50000.0,1.0,0,nan,50000.0,1,web,angel,1
3.0,1,6000000.0,1.0,0,nan,6000000.0,5,web,venture,0
1.0,1,6800000.0,3.0,0,"Acquired Varda, Inc. and Asset Archives, Inc.; ",6800000.0,1,software,series-b,0
2.0,2,387000.0,3.0,0,Accepted into Mozilla WebFWD fellow program Jaisen Mathai receives fellowship with Shuttleworth Foundation,25000.0,0,web,venture,0
9.0,4,32800000.0,4.0,0,"Trula named in Lead411's Hottest San Francisco Companies list Senior Product Manager Real Estate Site Trulia Files For $150M Follow-On Offering For More Acquisitions, Possibly Mergers Trulia Officially Acquires Market Leader ",2100000.0,2,search,series-a,1
,1,1900000.0,,0,nan,1900000.0,7,ecommerce,series-a,0
2.0,1,100000.0,2.0,0,nan,100000.0,1,social,angel,0
0.0,1,,1.0,0,nan,,1,software,angel,0
2.0,1,602108.0,,0,nan,602108.0,0,security,venture,0
1.0,3,4150000.0,,0,nan,650000.0,0,analytics,angel,0
11.0,4,47500000.0,3.0,0,"I remember, when I was a teganeer, surfing the AM band in Oklahoma, and being fascinated at the idea of listening to stations from Chicago, L.A., San Francisco, etc. Now, it's like every station is a 50,000-watt superstation! It's fantastic to be able to  Announced hire of Axel Martinez as CFO. ",500000.0,2,games_video,series-a,0
,1,1000000.0,1.0,0,nan,1000000.0,4,games_video,series-a,0
1.0,1,1000000.0,,0,nan,1000000.0,0,web,series-a,0
4.0,3,2475000.0,1.0,0,nan,200000.0,0,software,venture,0
8.0,3,10050071.0,1.0,0,nan,5000000.0,0,ecommerce,series-a,0
1.0,1,8762.0,,0,nan,8762.0,0,games_video,venture,0
,1,6000000.0,2.0,0,nan,6000000.0,5,mobile,series-a,0
2.0,2,35000000.0,3.0,0,Livestreaming community on Twitch has raised $8 million for charity; plans to raise more this weekend,15000000.0,3,games_video,series-b,1
5.0,1,800000.0,,0,nan,800000.0,0,web,angel,0
1.0,1,1500000.0,2.0,0,nan,1500000.0,4,mobile,series-a,0
2.0,2,17000000.0,2.0,0,nan,3000000.0,1,software,series-a,0
,1,1000000.0,,0,nan,1000000.0,0,software,angel,0
,1,3600000.0,1.0,0,"Completed long-term exclusive licensing deal with AVT, Inc.",3600000.0,0,ecommerce,venture,0
1.0,4,26600000.0,3.0,0,Tweetup launches TweetUp Buys Android Twitter Client Twidroid And News Aggregator Popurls Launches Chime.in Interest Network ,3500000.0,8,web,series-a,0
15.0,5,58242507.0,,0,nan,20000000.0,5,software,series-c+,1
6.0,1,3291950.0,1.0,0,nan,3291950.0,0,mobile,private-equity,0
4.0,1,5000000.0,1.0,0,nan,5000000.0,2,web,venture,0
2.0,1,1300000.0,1.0,0,nan,1300000.0,3,ecommerce,angel,0
0.0,1,50000.0,2.0,0,Unda App is raising $200K,50000.0,0,messaging,angel,0
,1,,1.0,0,nan,,1,software,angel,0
3.0,1,1000000.0,1.0,0,nan,1000000.0,0,software,private-equity,0
52.0,1,500000.0,2.0,0,nan,500000.0,1,web,other,0
2.0,2,8700000.0,3.0,0,Unmetric adds YouTube competitive  intelligence Unmetric launches competitive intelligence for big brands on Pinterest,3200000.0,1,analytics,series-a,0
